date,o_bid,h_bid,l_bid,c_bid,o_ask,h_ask,l_ask,c_ask,c_mid,volume
2005-03-28,1.86920,1.86980,1.85930,1.86620,1.87020,1.87080,1.85970,1.86660,1.86640,11803
2005-03-29,1.86630,1.87640,1.86610,1.87500,1.86670,1.87680,1.86650,1.87540,1.87520,32169
2005-03-30,1.87500,1.88470,1.87410,1.87930,1.87540,1.88510,1.87450,1.87970,1.87950,33213
2005-03-31,1.87910,1.89160,1.87520,1.88740,1.87950,1.89200,1.87560,1.88780,1.88760,34718
2005-04-01,1.88730,1.89750,1.87600,1.88170,1.88770,1.89820,1.87640,1.88270,1.88220,31425
2005-04-03,1.88090,1.88160,1.87730,1.87770,1.88190,1.88260,1.87830,1.87870,1.87820,634
2005-04-04,1.87800,1.88060,1.87080,1.87670,1.87840,1.88100,1.87120,1.87710,1.87690,29411
2005-04-05,1.87670,1.88160,1.87180,1.87960,1.87710,1.88200,1.87220,1.88000,1.87980,29955
2005-04-06,1.87960,1.88470,1.87420,1.87910,1.88000,1.88510,1.87460,1.87950,1.87930,31611
2005-04-07,1.87930,1.88580,1.86810,1.86940,1.87970,1.88620,1.86850,1.86990,1.86965,34173
2005-04-08,1.86940,1.88530,1.86710,1.88510,1.86990,1.88630,1.86750,1.88610,1.88560,30107
2005-04-10,1.88420,1.88500,1.88130,1.88250,1.88520,1.88600,1.88230,1.88350,1.88300,665
2005-04-11,1.88280,1.89320,1.88130,1.89160,1.88320,1.89360,1.88170,1.89200,1.89180,28184
2005-04-12,1.89170,1.89780,1.88280,1.88940,1.89210,1.89820,1.88320,1.88980,1.88960,32620
2005-04-13,1.88950,1.89530,1.88720,1.89360,1.88990,1.89570,1.88760,1.89400,1.89380,31540
2005-04-14,1.89360,1.89400,1.87580,1.88070,1.89400,1.89440,1.87620,1.88120,1.88095,32037
2005-04-15,1.88060,1.89470,1.87690,1.89220,1.88110,1.89510,1.87740,1.89320,1.89270,30435
2005-04-17,1.89110,1.89420,1.88970,1.89320,1.89210,1.89520,1.89070,1.89420,1.89370,757
2005-04-18,1.89350,1.90550,1.88840,1.90010,1.89390,1.90590,1.88880,1.90050,1.90030,33354
2005-04-19,1.90010,1.92010,1.90000,1.91660,1.90050,1.92050,1.90040,1.91700,1.91680,34896
2005-04-20,1.91660,1.92170,1.90970,1.91840,1.91700,1.92210,1.91010,1.91890,1.91865,34110
2005-04-21,1.91840,1.92150,1.90630,1.90780,1.91890,1.92200,1.90670,1.90820,1.90800,34802
2005-04-22,1.90760,1.91670,1.90540,1.91370,1.90800,1.91710,1.90580,1.91470,1.91420,32033
2005-04-24,1.91410,1.91660,1.91270,1.91410,1.91510,1.91760,1.91370,1.91510,1.91460,805
2005-04-25,1.91410,1.91530,1.90770,1.91090,1.91510,1.91570,1.90810,1.91140,1.91115,32225
2005-04-26,1.91100,1.91300,1.90200,1.90520,1.91150,1.91350,1.90240,1.90570,1.90545,32927
2005-04-27,1.90530,1.90930,1.89880,1.90470,1.90580,1.90970,1.89920,1.90520,1.90495,33482
2005-04-28,1.90470,1.91060,1.90150,1.90750,1.90520,1.91100,1.90190,1.90800,1.90775,34504
2005-04-29,1.90740,1.91590,1.90530,1.90830,1.90790,1.91630,1.90570,1.90930,1.90880,35641
2005-05-01,1.90800,1.90800,1.90380,1.90420,1.90900,1.90900,1.90430,1.90470,1.90445,668
2005-05-02,1.90430,1.90630,1.89230,1.89320,1.90470,1.90680,1.89280,1.89370,1.89345,12294
2005-05-03,1.89310,1.89540,1.88850,1.89260,1.89360,1.89580,1.88890,1.89310,1.89285,32670
2005-05-04,1.89250,1.90330,1.89250,1.90040,1.89300,1.90370,1.89300,1.90090,1.90065,33739
2005-05-05,1.90050,1.90750,1.89950,1.90010,1.90100,1.90790,1.90000,1.90060,1.90035,33286
2005-05-06,1.90020,1.90240,1.88950,1.89040,1.90070,1.90290,1.88990,1.89140,1.89090,29873
2005-05-08,1.88990,1.89060,1.88870,1.88940,1.89090,1.89160,1.88970,1.89040,1.88990,475
2005-05-09,1.88970,1.89110,1.88040,1.88160,1.89010,1.89150,1.88080,1.88200,1.88180,32236
2005-05-10,1.88170,1.88620,1.87620,1.88410,1.88210,1.88660,1.87660,1.88450,1.88430,31673
2005-05-11,1.88410,1.89100,1.86950,1.87210,1.88450,1.89140,1.86990,1.87250,1.87230,33352
2005-05-12,1.87190,1.87350,1.86000,1.86280,1.87230,1.87390,1.86040,1.86330,1.86305,29058
2005-05-13,1.86270,1.86570,1.84820,1.85010,1.86320,1.86620,1.84860,1.85110,1.85060,23345
2005-05-15,1.84900,1.85060,1.84610,1.84720,1.85000,1.85160,1.84710,1.84820,1.84770,1918
2005-05-16,1.84750,1.84930,1.83290,1.83700,1.84790,1.84970,1.83360,1.83740,1.83720,30987
2005-05-17,1.83700,1.84240,1.83180,1.83200,1.83740,1.84280,1.83220,1.83240,1.83220,34713
2005-05-18,1.83210,1.84100,1.82900,1.83890,1.83250,1.84140,1.82950,1.83930,1.83910,30695
